name,isin,ticker,url,keyword
Abrdn European Logistics Income PLC,GB00BD9PXH49,ASLI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=kqfUa9a14MU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Alina Holdings PLC,GB00B1VS7G47,ALNA,,
Augmentum Fintech PLC,GB00BG12XV81,AUGM,,
Baker Steel Resources Trust Ltd,GG00B6686L20,BSRT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=EuovSEgtDmQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Blackrock American Income Trust PLC,GB00B7W0XJ61,BRAI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=0UfP8KeWoVo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
British Land Co PLC,GB0001367019,BLND,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=3%2BYTb%2FRgpt0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
CC Japan Income & Growth Trust PLC,GB00BYSRMH16,CCJI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=iBv9UalhPeQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
CT Global Managed Portfolio Trust PLC,GB00B2PP3J36,CMPI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=bqBPS0Z6%2Byk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Derwent London PLC,GB0002652740,DLN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=D2XZ3TCuhLE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
EPE Special Opportunities Ltd,,EO.P,,
Foresight Enterprise VCT PLC,GB00B07YBS95,FTF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=atwWMIOSldQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Geiger Counter Ltd,GB00B15FW330,GCL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=9v0CVCfwzek%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Gresham House Energy Storage Fund PLC,GB00BFX3K770,GRID,,
Hansa Investment Company Ltd,BMG428941089,HANA,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=RyQTgmpCCMc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ICG Enterprise Trust PLC,GB0003292009,ICGT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=b8Y4wCfkZ9A%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan American Investment Trust PLC,GB00BKZGVH64,JAM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=HpHP9b65g9c%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan Global Growth & Income PLC,GB00BYMKY695,JGGI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=WbONCH%2FL%2F94%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Lindsell Train Investment Trust (The) PLC,GB00BNKDVV71,LTI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=VGOkp49zAfo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Marwyn Value Investors Ltd,,MVR2,,
Mid Wynd International Inv Trust PLC,GB00B6VTTK07,MWY,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=8MBQQkG6iI8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
NB Private Equity Partners Ltd,GG00B1ZBD492,NBPE,,
Oakley Capital Investments Ltd,,OCI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=GgYbvOu%2FdGM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Oryx International Growth Fund Ltd,GG00B3BTVQ94,OIG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=7u%2FhQBbtMM4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Partners Group Private Equity Ltd,GG00B28C2R28,PEYS,,
Polar Capital Technology Trust PLC,GB00BR3YV268,PCT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=%2FdBqpy5v0zU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Regional REIT Ltd,GG00BSY2LD72,RGL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Imy7psf7r8s%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Sancus Lending Group Ltd,GB00B0CL3P62,LEND,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=11LvcSzyTxc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroder UK Mid Cap Fund PLC,GB0006108418,SCP,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=5xK1icKqvQw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Sequoia Economic Infrastructure Income Fund Ltd,GG00BV54HY67,SEQI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=sUjkoSrrZpk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Target Healthcare REIT Ltd,GB00BJGTLF51,THRL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=9%2BaPweT9Amg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
TR Property Investment Trust PLC,GB0009064097,TRY,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=b4oZLn6L75E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Utilico Emerging Markets Trust PLC,GB00BD45S967,UEM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=xi2gZR3QXlY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Worsley Investors Ltd,GG00BHXH0C87,WINV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=b4T2iEX2rig%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
